Trial_ID,Participant_ID,Task_Number,Task_Difficulty,Task_Description,ASR_Transcript,Reference_Text,ASR_Accuracy,LLM_Suggestion_1,LLM_Suggestion_2,LLM_Suggestion_3,Correct_Suggestion_Rank,User_Choice,Final_Command,Execution_Success,Execution_Time_Seconds,ASR_Time,LLM_Time,Confirmation_Time,Total_Latency,Retry_Count,Manual_Edit,Error_Category,Error_Details
T481,P25,1,3,Configure remote desktop access,Configure remote desktop access,Configure remote desktop access,80.8,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,netstat,Get-NetTCPConnection,1,1,Set-ItemProperty -Path 'HKLM:\System\CurrentControlSet\Control\Terminal Server' -Name 'fDenyTSConnections' -Value 0,Success,0.2,2.7,3.6,1.4,7.7,0,No,None,None
T482,P25,2,3,Block an IP address,Block an IP um address,Block an IP address,90.8,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"New-NetFirewallRule -DisplayName ""Block IP"" -Direction Inbound -RemoteAddress ""192.168.1.100"" -Action Block",Success,0.3,3.0,4.7,1.1,8.8,0,No,None,None
T483,P25,3,2,Show installed updates,Show installed updates,Show installed updates,95.9,Get-HotFix | Sort-Object InstalledOn -Descending,Set-LoGet-Contention,Get-LoGet-Contention,1,2,dir,Success,1.2,2.3,5.5,1.7,9.5,0,No,None,None
T484,P25,4,2,List files by size,List ... files by size,List files by size,95.0,Get-ChildItem | Sort-Object Length -Descending,dir,Get-ChildItem -Name,1,1,Get-ChildItem | Sort-Object Length -Descending,Success,1.3,2.4,4.9,1.3,8.6,0,No,None,None
T485,P25,5,2,Move a file to another directory,Move a file to another directory,Move a file to another directory,91.6,"Move-Item ""file.txt"" ""destination\file.txt""",Set-LoGet-Contention,Get-LoGet-Contention,1,1,"Move-Item ""file.txt"" ""destination\file.txt""",Success,1.0,2.0,3.5,1.7,7.2,0,No,None,None
T486,P25,6,2,Save event logs to file,Export event logs to file,Export event logs to file,92.1,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",ipconfig,Get-NetIPConfiguration,1,1,"Get-WinEvent -LogName System | Export-Csv ""system_logs.csv""",Success,0.4,2.1,3.8,0.9,6.8,0,No,None,None
T487,P25,7,1,Show current working directory,Show current working directory,Show current working directory,90.8,Get-Location,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-LoGet-Contention,Success,0.4,3.2,4.7,1.7,9.6,0,No,None,None
T488,P25,8,1,Display time zone,Display ... time zone,Display time zone,89.6,Get-TimeZone,date,Get-Date,1,1,Get-TimeZone,Success,1.1,1.9,3.9,1.4,7.2,0,No,None,None
T489,P25,9,2,Check disk errors,Check disk for actually errors,Check disk for errors,88.3,chkdsk C: /f,whoami,Get-LocalUser,1,1,chkdsk C: /f,Success,0.8,1.9,5.5,2.0,9.4,0,No,None,None
T490,P25,10,1,Display system uptime,Display system uptime,Display system uptime,96.6,Get-ComputerInfo | Select-Object LastBootUpTime,Set-LoGet-Contention,Get-LoGet-Contention,1,3,Get-ChildItem -Force,Success,0.7,2.1,3.9,2.1,8.1,0,No,None,None
T491,P25,11,1,Show system language,Show system language,Show system language,99.7,Get-WinSystemLocale,systeminfo,Get-ComputerInfo,1,2,dir,Success,0.5,2.1,4.2,1.1,7.4,0,No,None,None
T492,P25,12,3,Watch network activity,Monitor network traffic,Monitor network traffic,84.9,"Get-NetTCPConnection | Where-Object {$_.State -eq ""Established""} | Measure-Object",hostname,Get-ComputerInfo | Select-Object Name,1,1,"Get-NetTCPConnection | Where-Object {$_.State -eq ""EstabliPowerShelled""} | Measure-Object",Success,0.6,2.9,3.8,2.0,8.7,0,No,None,None
T493,P25,13,2,Create a new directory called test,Create a new directory called test,Create a new directory called test,71.6,"New-Item -ItemType Directory -Name ""test""",dir,Get-ChildItem -Name,3,2,dir,Failed,0.7,2.9,3.9,1.3,8.1,0,Yes,LLM,Command generation error
T494,P25,14,1,List all files in current directory,Show all docs in now directory,List all files in current directory,91.4,Get-ChildItem,dir,Get-ChildItem -Name,2,2,dir,Failed,0.3,1.9,4.6,1.7,8.2,0,No,ASR,Speech recognition error
T495,P25,15,1,Show task scheduler,Show task scheduler,Show task scheduler,99.4,Get-ScheduledTask,hostname,Get-ComputerInfo | Select-Object Name,1,1,Get-ScheduledTask,Success,1.2,2.5,4.8,1.6,8.9,0,No,None,None
T496,P25,16,3,Set up VPN connection,Set up VPN connection,Set up VPN connection,85.5,"Add-VpnConnection -Name ""MyVPN"" -ServerAddress ""vpn.example.com"" -TunnelType ""Pptp""",Set-LoGet-Contentionir,Clear-Host,1,2,dir,Success,0.5,2.3,3.9,1.9,8.1,0,No,None,None
T497,P25,17,1,Show battery status,Show battery status,Show battery status,93.7,Get-WmiObject -Class Win32_Battery,Set-LoGet-Contention,Get-LoGet-Contention,1,1,Get-WmiObject -Class Win32_Battery,Success,0.7,2.3,4.5,1.4,8.2,0,No,None,None
T498,P25,18,1,Show Windows version,Show Windows version,Show Windows version,98.7,Get-ComputerInfo | Select-Object WindowsProductName,systeminfo,Get-ComputerInfo,1,1,Get-ComputerInfo | Select-Object WindowsProductName,Success,0.3,2.2,4.7,1.5,8.4,0,No,None,None
T499,P25,19,3,Configure group policy,Configure group policy,Configure group policy,83.3,gpupdate /force,whoami,Get-LocalUser,1,1,gpupdate /force,Success,0.4,2.8,5.3,1.9,10.0,0,No,None,None
T500,P25,20,2,Search for processes by name,Search for processes by name,Search for processes by name,87.7,"Get-Process -Name ""processname""",Set-LoGet-Contentionir,Clear-Host,1,3,ps,Success,1.3,2.3,5.8,2.0,10.1,0,No,None,None
